4038	1
14039	1323966	0
323966	0
323968	0
323968	0
323968	0
323969	0
323969	1
323970	1
323970	0
323970	0
323971	1
323971	0
323971	0
323972	1
323972	0
323972	1
323973	1
323973	0
323974	1
323974	0
323974	0
323975	1
323975	0
323975	0
323976	0
323976	0
323976	0
323977	0
323977	1
323978	1
323978	0
323978	0
323979	1
323979	1
323979	0
323980	0
323980	1
323980	0
323981	1
323981	0
323982	0
323982	0
323982	0
323983	1
323983	0
323983	0
323984	0
323984	0
323985	0
323985	0
323985	1
323986	1
323986	0
323986	0
323987	1
323987	1
323987	1
323988	0
323988	1
323989	0
323989	0
323989	0
323990	0
323990	0
323990	0
323991	1
323991	0
323991	1
323992	1
323992	1
323993	1
323993	1
323993	0
323994	0
323994	1
323994	0
323995	0
323995	0
323995	0
323996	0
323996	1
323997	0
323997	1
323997	0
323998	1
323998	1
323998	1
323999	0
323999	0
324000	0
324000	0
324000	0
324001	1
324001	1
324001	1
324002	1
324002	0
324002	1
324003	0
324003	1
324004	1
324004	1
324004	0
324005	0
324005	1
324005	0
324006	0
324006	0
324006	0
324007	1
324007	0
324008	0
324008	0
324008	0
324009	0
324009	0
324009	0
324011	0
324011	1
324011	1
324012	0
324012	0
324013	0
324013	0
324013	0
324014	1
324014	0
324014	0
324015	1
324015	1
324015	1
324016	1
324016	0
324017	0
324017	0
324017	0
324018	0
324018	0
324018	0
324019	0
324019	0
324019	1
324020	0
324020	1
324021	1
324021	1
324021	1
324022	0
324022	1
324022	0
324023	0
324023	0
324024	0
324024	0
324024	0
324025	0
324025	0
324025	0
324026	0
324026	0
324026	0
324027	0
324027	1
324028	1
324028	0
324028	1
324029	1
324029	0
324029	1
324030	1
324030	0
324030	1
324031	1
324031	0
324032	0
324032	0
324032	0
324033	0
324033	1
324033	1
324034	1
324034	1
324034	1
324035	1
324035	1
324036	1
324036	0
324036	0
324037	1
324037	1
324037	1
324038	0
324038	1
324038	1
324039	0
324039	1
324040	1
324040	1
324040	0
324041	1
324041	0
324041	0
324042	0
324042	0
324042	0
324043	0
324043	0
324044	0
324044	1
324044	0
324045	1
324045	1
324045	1
324046	1
324046	0
324046	1
324047	1
324047	0
324048	0
324048	0
324048	0
324049	1
324049	0
324049	0
324050	0
324050	0
324051	1
324051	0
324051	0
324052	0
324052	1
324052	0
324054	1
324054	1
324054	1
324055	1
324055	0
324056	1
324056	1
324056	0
324057	1
324057	1
324057	1
324058	0
324058	1
324058	1
324059	1
324059	1
324060	1
324060	1
324060	1
324061	1
324061	1
324061	0
324062	1
324062	1
324062	1
324063	1
324063	0
324064	0
324064	1
324064	0
324065	1
324065	1
324065	1
324066	0
324066	1
324066	0
324067	0
324067	0
324068	1
324068	1
324068	1
324069	1
324069	0
324069	1
324070	0
324070	1
324071	1
324071	1
324071	0
324072	0
324072	1
324072	0
324073	1
324073	1
324073	1
324074	1
324074	0
324075	0
324075	0
324075	1
324076	0
324076	0
324076	1
324077	0
324077	1
324077	0
324078	1
324078	0
324079	0
324079	0
324079	0
324080	1
324080	0
324080	0
324081	1
324081	1
324081	0
324082	1
324082	0
324083	1
324083	1
324083	1
324084	1
324084	1
324084	0
324085	0
324085	1
324085	1
324086	0
324086	1
324087	1
324087	1
324087	1
324088	1
324088	0
324088	1
324089	1
324089	0
324089	0
324090	0
324090	1
324091	0
324091	0
324091	1
324092	0
324092	0
324092	0
324093	0
324093	1
324093	1
324094	0
324094	1
324096	0
324096	0
324096	0
324097	1
324097	0
324097	0
324098	1
324098	0
324099	0
324099	0
324099	0
324100	0
324100	1
324100	1
324101	1
324101	1
324101	1
324102	1
324102	1
324103	0
324103	0
324103	0
324104	1
324104	1
324104	1
324105	1
324105	0
324105	1
324106	0
324106	1
324107	1
324107	1
324107	1
324108	0
324108	1
324108	1
324109	1
324109	1
324109	1
324110	1
324110	1
324111	0
324111	0
324111	0
324112	1
324112	1
324112	1
324113	1
324113	0
324113	1
324114	1
324114	0
324115	1
324115	1
324115	1
324116	0
324116	1
324116	0
324117	0
324117	0
324118	0
324118	0
324118	0
324119	0
324119	1
324119	0
324120	1
324120	1
324120	1
324121	1
324121	0
324122	0
324122	1
324122	0
324123	1
324123	1
324123	1
324124	1
324124	0
324124	0
324125	0
324125	0
324126	0
324126	0
324126	0
324127	1
324127	1
324127	0
324128	1
324128	1
324128	0
324129	1
324129	1
324130	0
324130	1
324130	0
324131	0
324131	1
324131	1
324132	1
324132	0
324132	1
324133	1
324133	1
324134	1
324134	1
324134	1
324135	1
324135	0
324135	1
324136	0
324136	1
324136	1
324137	1
324137	0
324139	0
324139	1
324139	0
324140	1
324140	0
324140	0
324141	0
324141	1
324142	0
324142	0
324142	0
324143	0
324143	0
324143	1
324144	1
324144	1
324144	0
324145	1
324145	0
324146	0
324146	0
324146	0
324147	1
324147	0
324147	1
324148	0
324148	0
324148	1
324149	1
324149	0
324150	1
324150	0
324150	0
324151	0
324151	0
324151	0
324152	0
324152	1
324152	0
324153	1
324153	0
324154	0
324154	0
324154	0
324155	1
324155	0
324155	1
324156	0
324156	1
324157	1
324157	1
324157	1
324158	0
324158	0
324158	1
324159	1
324159	1
324159	1
324160	1
324160	1
324161	0
324161	0
324161	1
324162	1
324162	1
324162	1
324163	1
324163	0
324163	0
324164	1
324164	0
324165	0
324165	0
324165	0
324166	1
324166	1
324166	0
324167	1
324167	1
324167	1
324168	1
324168	1
324169	1
324169	0
324169	1
324170	0
324170	0
324170	0
324171	0
324171	1
324171	0
324172	1
324172	0
324173	0
324173	0
324173	0
324174	1
324174	0
324174	1
324175	1
324175	1
324175	1
324176	0
324176	1
324177	1
324177	1
324177	0
324178	1
324178	1
324178	1
324179	1
324179	0
324179	0
324180	1
324180	0
324182	1
324182	1
324182	1
324183	0
324183	1
324183	0
324184	0
324184	0
324185	0
324185	0
324185	0
324186	0
324186	1
324186	0
324187	1
